Iteration	Posterior	Likelihood	Prior	age_extant	branch_rates	diversification	extinction_rate	fossil_samp_rate	num_samp_anc	origin_time	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	t[25]	t[26]	t[27]	t[28]	t[29]	t[30]	t[31]	t[32]	t[33]	t[34]	t[35]	t[36]	t[37]	t[38]	turnover
5100	-1993.39	-1654.58	-338.8101	53.22345	0.01375568	-0.002757617	0.1505886	0.06842992	15	68.48925	0.147831	45.8142	14.0001	23.1717	27.9394	25.0792	12.5255	19.8331	18.2794	19.9515	15.3105	15.3144	7.42754	11.1676	12.4205	8.87565	7.68886	5.01828	9.99297	15.6363	10.9259	20.7014	22.1599	21.2313	17.6545	18.4069	26.7932	25.8014	23.5748	20.9544	37.9395	24.6326	32.6015	26.6059	41.2098	43.935	42.2882	44.835	35.4366	1.018654
5200	-1995.985	-1656.856	-339.1291	54.71107	0.01445974	0.06724806	0.1297568	0.09668219	16	65.48924	0.1970049	45.8142	14.0001	23.2082	27.8525	25.0372	11.4715	11.9004	17.0202	19.4529	12.6964	14.694	7.66957	9.07883	12.4205	9.41424	4.23684	4.90367	9.67177	15.6363	10.9727	20.6774	22.1599	21.3469	18.2031	21.9741	26.0419	25.7827	23.5748	22.0861	36.7511	23.4508	29.5757	27.1793	39.6014	43.5394	42.3707	42.7129	36.3298	0.6586478
5300	-1998.511	-1655.103	-343.4085	55.64424	0.01469245	-0.01295878	0.2012337	0.06873075	12	66.09875	0.188275	46.6914	14.0001	23.8247	27.5305	27.2856	12.0501	19.6267	19.0911	19.2749	15.8937	15.6424	7.58753	11.5959	12.4205	10.3312	9.29251	5.06077	6.94906	11.5272	10.6254	20.5567	22.3638	21.1065	17.7489	18.1157	27.4255	24.2015	23.5748	22.0207	35.9264	26.6332	33.0994	26.36	40.4668	47.1183	44.0564	42.8767	37.1454	1.068829
5400	-1999.723	-1654.928	-344.7955	60.0118	0.0125637	0.02447512	0.2608537	0.04392524	13	62.01476	0.2853288	47.5994	16.0692	24.4963	26.9376	24.5773	14.2429	14.0767	19.2089	15.7532	13.4618	15.0622	8.15713	10.4904	11.8399	9.48817	5.23038	5.06077	6.94906	15.0273	16.5509	21.2808	22.3638	21.7457	18.2403	17.7432	26.1797	24.2015	23.5748	25.702	35.9931	25.2958	29.7541	25.8763	40.1842	47.611	43.1814	47.5495	34.7588	0.9142213
5500	-1999.209	-1657.161	-342.0478	55.13467	0.01425824	-0.009512555	0.2060675	0.04472881	13	66.8516	0.196555	47.5994	13.8652	24.411	26.9069	24.5773	11.3401	18.1364	18.9881	16.6084	13.8298	15.0622	9.11343	10.6192	10.7277	10.8436	6.29565	5.12078	8.56918	16.1045	15.7048	22.4537	20.5148	21.7588	18.3342	22.5205	26.3685	24.2015	23.2212	25.5803	36.6308	31.6895	29.1488	25.0377	40.4544	45.247	44.1282	43.1839	34.5969	1.048396
5600	-1997.227	-1653.741	-343.4866	55.73282	0.01406965	0.02191189	0.261878	0.04790708	11	59.98516	0.2837899	47.5994	13.9296	23.5194	26.9306	24.5773	12.8595	16.713	18.9881	17.7622	15.5964	15.0936	7.7644	11.4782	11.129	11.5111	6.52967	5.12078	7.31966	14.0845	19.9294	21.3803	20.5148	21.7588	21.0711	22.5205	26.2459	24.2015	23.2212	25.5803	37.1035	29.3705	29.1488	25.0377	40.4544	43.9153	42.9815	43.2292	39.3961	0.9227883
5700	-1989.924	-1650.726	-339.1977	54.92417	0.01429227	0.03487303	0.1604108	0.06513968	15	68.43021	0.1952838	46.1794	14.9833	23.2326	27.7021	26.512	12.1417	12.9824	20.1974	19.969	15.5032	14.9561	7.7644	11.3606	11.129	9.7665	6.99398	5.10472	7.74578	13.95	17.9528	22.0128	21.8564	20.6684	20.9234	20.7708	27.5694	23.6288	23.2212	23.0509	37.9807	30.0305	33.6463	24.5375	40.4544	46.5458	42.5377	41.6722	41.6757	0.8214238
5800	-1983.563	-1642.781	-340.7814	52.91616	0.01507882	0.01276982	0.18451	0.05683943	13	61.0537	0.1972798	46.6801	15.7159	23.2763	27.4702	26.24	12.3239	15.6721	16.0192	19.7144	13.693	15.8062	8.54148	6.71854	12.0853	10.7378	3.54196	5.10472	9.53297	15.6038	19.4569	22.0128	22.1209	21.7328	17.7805	18.7291	27.5608	23.6288	23.2263	26.52	37.9807	26.1304	33.6463	25.8269	41.0748	43.247	42.9011	41.6722	37.4989	0.9352705
5900	-1992.354	-1646.586	-345.7675	59.69429	0.01270579	-0.02440656	0.2382691	0.04719786	12	61.77057	0.2138625	46.6801	18.6649	23.2835	26.6221	24.7874	14.5988	15.8763	18.3056	19.7144	13.9432	15.8062	9.72526	8.72237	12.0853	9.91821	3.84323	5.10472	8.07627	14.7884	14.5109	22.0128	21.3714	20.893	18.146	16.9488	27.957	23.6288	23.2263	25.7497	37.9807	30.7652	31.4238	25.8269	41.0748	42.9289	44.8155	41.6722	36.799	1.114123
6000	-2003.818	-1653.037	-350.7808	56.00678	0.01335765	0.005562915	0.1841615	0.03257306	12	74.72703	0.1897244	47.238	15.8576	23.7929	27.8777	24.8139	12.0528	13.2755	18.6079	19.9146	13.5607	15.7666	8.30125	9.05727	9.87231	10.381	3.44382	5.10372	8.24818	14.7606	18.1261	22.4957	20.6812	20.893	18.4168	19.4316	28.0971	23.184	23.1455	25.4446	37.9807	24.7071	31.5435	25.8269	41.0748	42.9289	43.1208	42.053	35.5764	0.970679
6100	-1988.408	-1647.831	-340.5779	51.37137	0.01512266	-0.02473956	0.2965049	0.06860529	15	60.86652	0.2717653	47.238	17.5494	23.4131	27.4354	25.05	11.1906	14.1331	20.0857	19.7444	14.6329	15.7666	8.22362	11.4346	11.357	9.83227	7.52978	5.10372	6.80205	13.4735	13.7004	22.8422	20.6812	22.6465	18.0742	18.6127	28.0503	25.2654	23.1455	25.4446	37.9807	30.3312	29.9129	26.5155	41.0431	44.0421	41.3024	42.0308	35.7045	1.091033
6200	-1992.856	-1645.986	-346.8698	53.33446	0.01315819	0.007317596	0.161875	0.06872672	12	67.63008	0.1691926	47.238	15.7259	25.1834	27.9826	27.0863	15.2956	18.4892	20.0857	18.9225	12.2187	15.6115	8.61891	8.73397	12.0258	9.31297	5.05242	5.18776	8.13911	15.5701	15.766	22.8422	20.6812	22.1621	18.1688	20.0642	28.0503	23.4109	23.1455	27.4684	37.9807	24.5145	31.1892	26.4753	38.7943	43.2837	43.4729	42.0308	37.435	0.9567499
6300	-1991.365	-1650.438	-340.9268	54.71322	0.01403226	-0.005134239	0.2146097	0.04318379	13	71.96721	0.2094754	47.238	18.4753	23.7477	26.7964	25.1972	11.878	17.2319	20.2165	13.7675	14.5226	14.8629	7.92523	10.3537	11.1779	11.4859	5.86057	5.18776	7.54227	11.7205	11.4112	20.7326	20.6812	21.4042	16.3261	21.2533	27.616	23.7082	23.4078	27.8788	37.7954	27.0178	30.8081	26.9763	39.76	45.2208	41.3377	45.6468	36.7366	1.02451
6400	-1986.568	-1646.446	-340.1226	54.4662	0.01301861	0.01520622	0.2845375	0.04101388	14	63.01519	0.2997437	47.238	18.4753	24.0962	27.4027	25.1972	12.7558	13.3376	19.4636	13.7675	13.9135	14.405	7.58827	10.653	10.6836	11.565	5.1313	5.18776	8.58202	11.5169	9.33193	20.529	20.6812	20.7427	16.5242	18.5342	25.7235	23.7082	23.4078	26.7082	37.7954	29.6628	31.1534	25.8938	40.3928	45.5547	42.1848	42.7123	37.6664	0.9492693
6500	-2006.524	-1656.309	-350.2155	58.3494	0.01160374	0.03049619	0.1734152	0.05249835	13	62.6354	0.2039114	43.0274	15.8837	24.2214	27.9217	25.8997	11.1435	11.5477	17.8989	8.3523	15.0466	14.49	7.62818	7.73943	11.3483	11.2991	4.22983	5.18776	9.18607	16.1336	7.98824	21.065	21.3997	20.7427	16.7436	20.5581	27.7813	23.6831	23.4078	26.7082	37.7954	27.8465	33.2577	27.8038	39.9873	46.4581	43.2101	43.9345	37.2434	0.8504439
6600	-1999.767	-1654.165	-345.6019	54.24324	0.01224514	-0.004684956	0.1816202	0.04418381	14	72.34888	0.1769352	44.3129	16.7571	23.9289	24.4495	26.3105	13.1212	9.80211	18.7209	9.11687	12.9496	13.8375	10.0709	10.9009	10.7533	10.8639	5.16137	5.18776	10.1754	14.6142	9.58471	21.1647	22.9513	20.4632	16.9467	19.3962	26.9769	23.6831	23.4938	26.4689	37.7954	31.46	30.0393	25.2903	38.1048	42.0966	45.81	41.7633	37.2434	1.026478
6700	-2007.43	-1668.927	-338.5032	53.71638	0.01680756	0.00842023	0.1621319	0.06827729	16	78.1829	0.1705521	44.3129	14.1114	23.155	24.4495	25.1601	12.2823	14.8737	19.8729	7.68645	15.6265	14.8385	9.12703	10.3287	11.7448	11.0812	4.86309	5.17781	9.61667	10.4054	10.2502	20.4994	22.5074	21.5421	17.6889	19.1135	27.1467	23.6831	23.4938	26.4689	37.7954	23.236	28.4322	25.2903	38.1048	43.0934	41.8341	42.3097	45.5199	0.9506296
6800	-2009.094	-1668.124	-340.9704	52.94769	0.01377836	0.008697393	0.1501118	0.07196157	15	59.58978	0.1588092	46.6651	14.1114	23.2154	25.5786	23.7409	11.5022	17.8746	18.039	10.2831	12.6122	15.2391	8.32546	8.93009	12.1574	9.6693	3.47311	5.17781	8.362	14.7052	14.5891	22.3825	21.8731	22.7714	20.5742	21.0999	27.7995	23.6831	23.4938	26.4689	37.7787	23.9487	28.9386	24.8343	40.6704	41.4589	45.6133	44.4979	41.3412	0.9452337
6900	-2015.852	-1671.692	-344.1608	54.66121	0.01287626	0.0247478	0.1724592	0.06479117	13	59.76482	0.197207	46.6651	13.8887	23.2772	24.275	27.2081	13.9216	13.7594	19.5008	11.2424	12.0836	15.4583	7.54941	9.27876	12.1574	8.90419	6.41273	5.17781	8.09983	11.7739	8.09012	21.5506	21.7348	21.2404	17.3605	20.734	27.3104	25.2615	24.3122	27.033	37.7766	32.4806	32.401	24.4454	39.5961	46.7284	42.1436	42.8011	43.6968	0.8745085
7000	-1984.842	-1655.749	-329.0935	50.89644	0.01463041	0.01981305	0.262839	0.06126593	16	60.45226	0.2826521	46.6651	16.5435	23.1903	25.3741	26.2753	11.4729	18.3439	19.5008	9.24295	15.3375	14.8789	7.54941	10.2639	12.1804	11.0887	6.58153	5.30757	9.01919	9.6445	9.47643	20.5428	21.7348	21.5929	17.603	22.0542	27.0499	25.2615	23.1395	27.9669	37.7766	23.4151	32.401	24.4222	39.5961	45.0164	41.7217	42.0026	35.7816	0.929903
7100	-2009.532	-1666.237	-343.295	58.40671	0.01180804	-0.02131426	0.127301	0.06171204	16	73.39076	0.1059868	46.6651	16.6824	24.695	26.7329	23.924	12.2879	19.8765	17.4911	8.70754	14.4932	14.2052	7.54941	9.0692	9.62279	11.0887	2.61279	4.92345	8.59151	8.7962	14.7354	22.0995	21.7348	21.7894	16.5869	20.8189	24.4284	25.2615	23.1395	27.515	37.3257	28.7299	32.3026	24.4185	40.7008	47.1914	41.4331	41.4982	38.1057	1.201103
7200	-1999.848	-1657.334	-342.5137	52.11437	0.01458378	-0.02895486	0.192698	0.0687984	14	65.226	0.1637431	47.4769	19.0703	25.4144	26.3771	27.4613	12.0495	10.7672	19.0306	10.4101	14.2599	13.9247	7.38482	11.0556	11.8216	8.50065	5.6017	5.1032	8.684	9.0808	10.7068	22.0995	21.7348	21.5512	17.5286	19.0276	26.1038	23.3356	23.1395	27.515	37.5768	26.5431	32.3026	24.4185	40.7008	47.1914	41.398	44.2049	35.2346	1.176831
7300	-1995.077	-1649.83	-345.2472	56.38257	0.01276571	-0.02149326	0.2145898	0.04551811	13	61.49993	0.1930965	47.7815	15.3543	23.2647	26.7029	26.977	13.9649	8.76474	19.9631	9.73977	15.8567	14.9244	7.41452	9.07865	10.8248	7.72411	3.06855	5.01201	9.59053	14.0287	6.00579	22.2855	21.7348	21.8426	20.0349	21.6091	26.1038	23.3356	23.1395	25.9322	37.5327	26.9937	28.8154	24.4244	40.7008	43.2054	42.4572	43.4852	38.3592	1.111308
7400	-2011.029	-1668.511	-342.5185	54.2493	0.01331186	-0.01724112	0.1917352	0.06271464	14	67.60474	0.1744941	47.7815	14.1811	23.4312	26.2049	23.8116	11.6529	16.7997	17.2741	14.7827	14.0678	14.5694	8.05711	10.0755	12.1068	7.72411	6.88355	5.01201	8.99427	15.5661	10.8946	21.7079	21.9115	22.3256	19.2651	21.6091	26.2563	24.098	23.7255	25.8957	36.7305	30.6719	28.6843	24.4244	40.7008	44.5951	45.1169	44.359	36.7625	1.098806
7500	-2004.933	-1660.27	-344.6634	55.00452	0.01227682	0.01643545	0.2104555	0.04114184	15	71.48041	0.226891	47.7815	14.0999	24.2012	26.1809	23.8116	13.4834	14.1334	17.2741	17.7354	13.4983	14.0441	7.89624	10.7048	11.6926	8.5722	7.27116	4.9958	6.92987	11.6821	9.25732	22.5101	22.5465	21.5616	19.0978	21.5817	26.9642	23.9192	23.7255	27.2072	36.7305	24.6692	33.6661	24.4244	39.7576	44.5951	43.4079	42.3987	36.7625	0.9275623
7600	-1993.401	-1647.419	-345.9829	53.85369	0.01457244	-0.01668752	0.2939755	0.0657072	13	64.49434	0.2772879	47.7815	15.4652	23.4121	26.8412	23.5336	11.925	14.5549	20.4393	20.3985	14.6269	13.963	7.54755	10.9477	12.1438	10.1197	4.84694	5.21331	7.12413	16.0206	8.17994	22.2456	22.5465	22.5855	19.7683	16.9093	26.7652	23.9192	23.7255	27.0371	36.7305	25.4036	33.6661	25.8058	39.7576	44.5951	44.0722	42.2862	36.6296	1.060181
7700	-1995.858	-1656.793	-339.065	53.69693	0.01495553	-0.009294334	0.2511673	0.06098929	14	61.09391	0.241873	47.7815	17.3154	23.3567	26.3928	23.3076	12.714	17.2462	15.9817	20.3985	14.6269	14.5424	8.83803	10.053	10.7559	9.93255	5.46672	5.19429	6.5683	13.168	9.71447	22.1069	22.5465	21.8419	17.6919	22.2981	26.7239	24.456	23.7255	27.7872	37.1885	28.9669	33.6042	24.9026	39.7576	44.5951	43.2731	42.9839	38.4626	1.038427
7800	-1992.304	-1648.373	-343.9304	57.67086	0.0125186	0.04378623	0.2009872	0.05586514	13	69.25941	0.2447734	47.7815	15.0061	23.1401	25.209	23.3076	14.6524	11.319	19.9774	18.3216	13.8446	14.5424	7.99154	10.8683	12.192	10.8108	2.95609	4.92031	7.71871	15.0841	9.20362	22.3406	22.786	22.2635	18.1048	17.1789	26.5937	25.5371	23.7255	27.427	35.2386	30.9255	33.6042	24.5534	40.9114	43.7993	44.9628	43.7704	38.4626	0.8211153
7900	-2001.469	-1655.248	-346.2213	50.5092	0.01417641	0.03449788	0.1597587	0.05840037	12	62.6855	0.1942566	46.7452	19.6572	23.1132	23.514	23.3076	13.5843	16.1333	19.9774	18.912	13.6114	15.7222	9.19765	8.04742	12.192	7.29289	5.93947	4.92031	9.42846	16.2556	4.83795	21.3402	22.786	20.4523	17.9963	16.5849	26.0722	23.5947	24.0233	26.7966	37.767	25.1709	33.754	24.8931	40.7089	42.5978	44.5331	41.8359	36.766	0.8224108
8000	-1986.256	-1653.007	-333.2497	50.04635	0.01666347	0.00995592	0.2392892	0.04176052	15	61.05144	0.2492451	46.3499	18.8298	23.2454	25.3838	24.2186	12.1253	19.8788	19.2414	19.4144	14.4043	15.1031	9.67322	9.53968	12.4473	11.4064	6.80602	4.92031	9.42846	16.2556	7.87467	21.3402	21.6005	20.4876	18.4074	22.3553	27.1639	23.5947	23.1662	23.4502	37.6256	24.3518	33.0101	26.1271	39.7835	42.9968	43.6437	41.8318	36.8172	0.9600557
8100	-1984.656	-1643.215	-341.4407	54.68754	0.01382335	0.04696703	0.2941544	0.06254202	14	60.47297	0.3411214	47.437	19.1624	24.7399	26.6562	27.0633	11.9748	17.5598	16.4351	19.7362	13.4106	14.8433	8.36314	9.5669	12.4538	9.22441	4.27092	4.92031	9.42846	16.2556	10.1817	21.199	21.079	20.7391	18.4074	20.3732	27.9768	24.3501	23.1662	23.4502	37.6256	28.5558	33.0101	25.4007	39.7835	42.9968	44.5565	42.6665	38.0697	0.8623158
8200	-1990.991	-1652.327	-338.6643	51.48288	0.01361466	0.01645737	0.2284028	0.05753248	14	61.42981	0.2448601	47.437	19.1624	25.4852	26.9388	27.0633	15.2825	18.4277	17.8818	19.727	14.3266	14.2733	7.89147	10.6101	12.4538	10.2949	4.07239	5.1974	8.10858	16.2556	8.81165	22.3943	21.2602	22.5785	18.4074	18.2044	27.8234	24.3501	23.1662	26.5367	37.8594	25.0082	30.0135	25.4007	38.0377	43.1527	42.0343	41.3579	38.0697	0.9327887
8300	-1997.929	-1654.684	-343.2457	55.21786	0.01386694	0.01351072	0.1732572	0.05144525	13	60.28199	0.1867679	46.88	15.5472	24.4871	27.5515	26.6162	15.8187	18.3502	18.9728	19.1507	15.1986	14.2199	10.8351	10.6101	11.4812	10.0649	5.87602	5.0028	8.82229	15.9258	6.22854	21.8407	20.5064	22.0927	17.0717	19.3417	26.972	24.3501	23.3319	23.049	37.1336	28.4277	32.7328	25.6956	38.0377	43.9571	43.7243	41.4057	37.3081	0.9276604
8400	-1988.39	-1648.118	-340.2723	56.17457	0.01375313	0.03406442	0.2306978	0.06120701	14	59.95939	0.2647622	47.6294	16.6414	24.2552	27.3046	26.4751	12.9541	14.4361	18.9728	20.3154	14.3854	14.385	8.4348	10.6344	12.2125	10.4264	4.96545	5.09676	10.128	14.3556	9.74319	22.8634	20.5064	22.4418	16.2059	19.3206	27.0986	24.2611	23.2601	25.5754	35.2694	25.6671	29.2378	25.6956	41.0161	43.9571	43.3892	41.4057	35.0523	0.8713395
8500	-1995.948	-1658.633	-337.3156	55.55716	0.01472225	0.02495053	0.2190519	0.04998301	15	66.14885	0.2440024	47.6294	16.6414	23.5284	27.9764	23.339	11.9877	17.0127	19.4323	20.391	13.319	14.385	7.39614	5.58642	10.3627	10.4264	3.09407	5.09676	10.128	13.7518	7.45247	21.3384	20.5064	22.8306	19.8698	19.3206	26.2858	24.1249	23.2601	26.2932	37.4687	24.2632	29.1194	27.2195	41.0161	45.8937	42.7837	46.2587	34.7538	0.8977447
8600	-1988.27	-1658.435	-329.8346	56.90527	0.01520703	0.02125122	0.1300188	0.05394369	19	61.81002	0.1512701	47.6294	14.538	23.5284	26.6342	25.8594	12.2488	18.2285	17.0104	20.0684	14.9699	14.1856	8.69478	10.1667	11.4527	10.3355	5.36441	5.19637	9.84836	15.0848	7.60685	21.1221	20.8946	22.4755	18.7029	20.7089	26.6657	24.1249	23.2601	24.104	37.5598	27.6235	31.9343	26.6967	40.5549	45.8937	46.4301	45.6525	39.0661	0.8595147
8700	-1996.026	-1646.758	-349.2678	56.5769	0.01390575	0.03981243	0.2148624	0.03863638	11	59.69974	0.2546748	47.6294	18.2954	23.8461	27.7791	25.8594	11.0525	13.8578	19.5989	18.2445	13.0057	14.0329	8.75628	10.9899	11.5248	11.3471	5.36441	5.19637	6.919	15.0848	7.46096	21.4236	21.4843	21.9254	18.6172	21.8238	27.7889	24.1249	23.2601	26.6493	37.3374	27.367	33.8775	26.7503	40.5549	45.8937	45.0045	43.9901	37.2621	0.8436735
8800	-1991.323	-1649.745	-341.5782	51.90359	0.01443348	0.01617147	0.2202238	0.04083102	13	60.81174	0.2363953	47.6294	18.13	23.2383	27.7791	24.1409	15.6505	18.5042	19.5989	17.8823	13.7161	13.9704	8.52997	10.5585	11.9205	9.18037	5.37811	5.16501	9.20903	15.0848	10.0164	20.5266	21.4843	22.3685	18.0551	22.1894	27.7889	24.1249	23.2601	27.2318	36.655	24.7269	32.2154	24.5634	40.7611	41.3957	47.1937	43.3982	44.803	0.9315914
8900	-1987.646	-1646.938	-340.7078	56.32021	0.01530317	0.01446747	0.1834877	0.07299312	14	63.76869	0.1979552	47.4837	18.3982	23.0412	27.2761	27.3621	16.3373	15.5161	19.5989	19.6767	13.9046	13.9704	10.678	8.31922	12.3259	10.9425	2.93699	5.16501	6.86585	13.3084	8.09776	22.57	21.4696	22.4476	18.0551	19.1113	27.7606	24.467	23.2601	27.2318	37.5189	27.6483	30.7751	24.5634	40.7611	41.3957	43.9808	43.3811	45.2403	0.9269154
9000	-2002.015	-1664.959	-337.0556	52.36965	0.01355615	-0.01678464	0.2275174	0.05967748	15	59.96121	0.2107327	47.4837	14.7472	24.3233	28.096	24.6781	11.9196	16.9191	18.6493	18.6893	13.4553	14.5629	8.87808	9.17073	10.3633	10.5803	4.42421	5.32279	6.08691	12.2442	8.42583	21.4544	21.4696	20.7608	18.0551	19.5064	25.945	24.4931	23.9122	24.821	37.799	26.4677	28.6073	25.0623	40.7611	41.3957	43.7327	42.4308	45.7428	1.079649
9100	-2003.695	-1662.791	-340.9047	55.96138	0.01558601	0.01172655	0.1083027	0.08477633	15	59.46514	0.1200292	47.4837	14.8489	23.6463	26.2921	24.6172	12.4768	17.5431	17.7237	18.6893	14.8005	14.5088	8.16212	8.89537	11.2289	9.27875	3.22877	5.21184	6.38972	8.07629	4.53934	22.5542	20.551	20.7416	16.0013	18.3541	27.3852	24.4931	24.0939	27.3247	37.3665	23.361	31.3633	25.0623	40.8039	46.3825	43.9659	44.4257	42.8288	0.9023026
9200	-2005.263	-1670.555	-334.7074	52.44949	0.01497538	-0.03201756	0.1953134	0.05427598	17	63.65513	0.1632959	47.4837	16.0297	23.8087	26.3158	24.6172	11.6734	17.5431	19.6372	18.6893	13.825	14.5088	8.96418	9.22003	11.4103	10.6646	5.195	5.21225	8.90784	5.7735	5.10399	21.9997	20.7086	21.3928	16.9317	16.8128	27.0807	24.4931	24.0939	27.3247	37.3665	27.3827	29.4584	23.5507	40.8039	46.3825	44.4055	42.8216	42.8288	1.196071
9300	-2008.767	-1666.425	-342.3427	55.89001	0.01333111	0.005765996	0.1977489	0.07639468	14	65.92196	0.2035148	46.8167	16.5558	23.7522	25.2119	24.6172	12.1841	18.9041	19.7407	19.3422	12.6553	15.3074	8.48029	9.12105	11.769	10.6646	3.52489	5.21225	6.75646	14.7153	10.2579	21.576	22.8645	20.8368	19.54	16.0093	27.2277	24.4931	24.6187	27.1475	37.3665	25.2117	29.8233	24.9405	40.8039	44.6977	45.9134	41.4032	42.8337	0.9716679
9400	-1997.618	-1660.041	-337.5775	49.5194	0.01521861	-0.005046886	0.2331271	0.06238948	12	59.71679	0.2280802	46.8167	15.479	23.2404	24.2836	26.8	11.2412	18.6798	19.7655	18.2475	12.2266	15.3074	7.78649	8.82422	11.5544	10.1671	5.1447	5.21225	8.43922	15.005	9.77222	21.5422	22.8645	22.5417	18.0758	16.1525	27.2349	24.4931	23.9351	26.9314	36.6716	26.4407	30.3998	23.7582	40.8039	41.9435	42.5697	43.1222	42.8337	1.022128
9500	-2001.364	-1661.385	-339.9793	55.8414	0.01519312	0.005720606	0.216067	0.0541924	14	60.45484	0.2217876	46.8167	15.2496	23.4842	26.8536	25.0659	12.2584	18.3718	18.2567	18.2475	13.9724	15.5449	8.64089	7.76913	11.8513	10.2093	3.72871	5.21225	7.13852	14.9106	10.3596	21.7317	21.0223	22.5417	16.6033	19.3624	26.5762	24.2054	23.9351	27.6371	36.6716	25.3999	32.5027	26.5952	39.6572	45.027	46.6543	42.1466	42.127	0.9742068
9600	-2003.108	-1668.439	-334.6697	59.20162	0.01475686	-0.008703997	0.1581807	0.04783534	16	63.67589	0.1494767	46.8167	16.6091	23.175	26.8536	26.4889	11.7258	19.2355	18.2567	19.5098	14.2911	15.4152	9.16309	8.40459	11.8513	8.00324	2.95411	5.31938	9.45652	14.9106	13.0944	22.9697	21.0223	20.5475	16.5444	19.5461	27.8347	23.8322	23.9351	27.3015	36.6716	24.0008	28.7814	26.5952	40.4407	46.9501	41.6352	42.1055	38.3857	1.05823
9700	-2000.978	-1652.441	-348.5375	56.79644	0.01377579	0.01785328	0.1448417	0.0461223	12	64.46089	0.162695	46.3923	15.9099	23.1207	24.2403	24.9932	12.6108	18.8304	17.1818	19.5098	13.0067	15.4152	8.16409	10.6532	10.8396	11.4484	5.14224	5.31938	8.74169	14.9106	10.0383	21.4793	21.0223	23.0051	20.8824	21.1471	25.4678	26.5738	24.6287	27.3015	37.9056	31.1989	32.7902	28.5404	39.9138	46.9501	43.1811	45.8088	34.4097	0.8902653
9800	-2003.799	-1654.45	-349.349	58.52546	0.01348136	0.0428507	0.1329505	0.05100563	13	68.32465	0.1758012	46.3923	18.2387	23.114	24.2403	24.9932	12.4729	19.2792	20.319	19.6776	12.4979	15.4152	8.86911	8.50723	11.771	8.37472	4.39796	5.31938	8.76425	11.7382	9.89848	22.4045	21.0223	23.0051	19.5385	20.41	27.3444	24.5772	24.6287	23.9411	37.9056	28.1197	32.7902	26.4731	38.3174	46.9501	42.8794	47.0624	35.6229	0.7562548
9900	-2000.147	-1652.506	-347.6406	54.44597	0.01496017	-0.01552257	0.1910073	0.04121076	12	72.13685	0.1754847	46.3923	15.6275	23.7801	23.7419	26.026	14.2616	12.0798	20.319	17.9838	14.7537	14.5315	10.9355	11.1169	11.4854	10.5987	6.90293	5.31938	9.05441	10.3455	9.16294	21.357	20.9637	22.5005	17.4512	22.3854	27.0048	24.7267	23.453	27.0182	37.9056	25.6204	30.0962	27.161	38.8767	46.433	43.987	45.7237	35.6229	1.088455
10000	-1991.354	-1650.036	-341.3176	51.42948	0.0152338	-0.005580683	0.2142216	0.08455149	14	59.22656	0.2086409	46.3923	17.4481	23.1857	24.6974	25.6762	12.8953	16.4577	19.3878	20.3446	11.656	13.9767	7.61351	8.616	12.3567	10.461	6.39341	5.00646	8.60659	12.0219	13.0798	21.4776	20.7227	20.7241	15.9788	19.9061	26.6915	23.0423	24.5442	26.5466	37.9056	26.4004	29.1479	26.3137	38.8767	42.6702	43.6094	43.3781	34.5829	1.026748
10100	-2012.07	-1665.643	-346.4275	56.55553	0.01329917	-0.01458672	0.1660595	0.06870744	13	62.40042	0.1514727	45.845	17.4568	23.2552	23.1633	24.5657	15.1952	17.1248	16.2021	20.3446	15.0125	15.5361	10.4507	11.2439	12.1486	11.2565	3.36216	5.00646	10.1407	12.7212	17.2061	21.9199	20.7227	22.6861	19.2345	20.7257	25.6078	23.0423	24.5442	26.5466	37.4608	24.1513	33.1753	25.4772	38.9867	42.6702	46.7315	42.6743	36.741	1.096299
10200	-2003.933	-1655.278	-348.6557	54.68922	0.01279561	-0.005588617	0.1826311	0.04653487	14	71.92387	0.1770425	45.845	13.8304	24.0842	23.1633	25.8455	13.3925	15.7969	16.6607	16.9925	14.1515	15.9597	8.46851	9.98323	12.1486	11.0795	4.38153	5.05608	10.0183	8.25632	17.2061	21.9859	22.2067	22.883	18.2118	17.6497	27.2085	23.6194	23.0364	26.5466	37.4608	25.3309	30.3557	25.8065	40.7968	44.5774	45.4092	43.8574	34.5877	1.031567
10300	-1995.053	-1652.565	-342.4884	53.94327	0.01408343	-0.007606655	0.1858577	0.06507133	14	61.50834	0.1782511	45.5767	14.8024	24.942	23.1633	23.9001	12.6759	13.5069	18.165	17.7997	13.7708	13.9328	8.15325	8.46871	11.9995	10.1324	4.34465	5.05608	8.01137	11.5098	14.7658	22.1055	20.4493	21.5503	21.0836	18.7771	25.2901	23.6194	23.355	27.2997	36.9002	25.524	31.6709	28.5533	40.7968	43.2144	42.5851	42.0754	34.5877	1.042674
